,country,description,designation,points,price,province,region_1,title,variety,winery,year,location,avg_temp,range_temp,stdv_temp,avg_precip,range_precip,stdv_precip,lat,lng,elevation,review_length,abv,bottle_size,category,importer
947,United States of America,"This wine is ripe in strawberry-raspberry notes. It's lush and velvety, with a richness that will appeal to those who like a hint of decadence in their Pinot. Round and soft, with a bite of earthiness throughout, it brightens with a trace of minerality on the finish.",Don Miguel Vineyard Earthquake Block Estate Grown & Estate Bottled Unfiltered,91,52.0,California,Russian River Valley,Marimar Estate 2012 Don Miguel Vineyard Earthquake Block Estate Grown & Estate Bottled Unfiltered Pinot Noir (Russian River Valley),Pinot Noir,Marimar Estate,2012,"Russian River Valley,California,US",6.344340901,23.88707373,8.534117159,70.16694386,21.13237912,6.204226332999999,38.634525,-122.830851,34,47,,,no_category,not_imported
948,Italy,"You really can't beat the purity and liveliness of this luminous Chardonnay. This is a pure expression of the grape in its essence. The nose shows little sign of winery intervention and the mouthfeel is creamy and rich in a very understated, elegant way.",Somereto,88,17.0,Northeastern Italy,Alto Adige,Andriano 2009 Somereto Chardonnay (Alto Adige),Chardonnay,Andriano,2009,"Alto Adige,Northeastern Italy,Italy",13.84565306,14.71520433,5.169522481,56.19966563,56.06968785,17.68605786,46.655969,11.229644,1499,44,13.0,750.0,White,Banville Wine Merchants
949,United States of America,"This wine doesn't seem to have fully ripened. Aromas that veer into the green compete with coffee, plum and woodspice. It's light and soft but concentrated in flavor, making up for any aromatic deficiencies.",,88,30.0,Washington,Columbia Valley (WA),Hamilton 2010 Malbec (Columbia Valley (WA)),Malbec,Hamilton,2010,"Columbia Valley (WA),Washington,US",6.344340901,23.88707373,8.534117159,70.16694386,21.13237912,6.204226332999999,46.294767,-117.91747,711,34,14.9,750.0,Red,not_imported
950,United States of America,"Crisp apple perfume builds on the palate, suggesting unusually lifted notes of raspberry, strawberry and cherry in this semidry Riesling. It's a plush, slightly rounded white with easy, juicy fruit and a brisk finish.",Semi-Dry,87,15.0,New York,Finger Lakes,Highland Cellars 2015 Semi-Dry Riesling (Finger Lakes),Riesling,Highland Cellars,2015,"Finger Lakes,New York,US",6.344340901,23.88707373,8.534117159,70.16694386,21.13237912,6.204226332999999,39.621495,-84.198677,277,34,12.4,750.0,White,not_imported
951,Spain,"This is generous and ripe, with spicy black-fruit aromas. It feels full but shows elegance with its depth and layering. Flavors of blackberry, plum, tobacco and oak stick out on the palate. It's long, sturdy, leathery and somewhat complex on the finish. Drink now through 2016.",Señorio de Convey,90,16.0,Catalonia,Priorat,Cellers Unio 2008 Senorio de Convey Red (Priorat),Red Blend,Cellers Unió,2008,"Priorat,Catalonia,Spain",15.15150141,12.36486107,4.320660018,46.86140963,57.78149558,18.66696235,41.213798,0.811624,340,46,14.0,750.0,Red,Monsieur Touton Selection Ltd
952,United States of America,"A blend of 41% Grenache, 37% Syrah, 14% Mourvèdre, 4% Counoise and 4% Cinsault from seven vineyards, this longtime Margerum-fan favorite shows boisterous wild berries, allspice-laced brioche, juicy hibiscus and fresh watermelon notes on the fun, inviting nose. It's juicy, light and easy drinking, with hints of anise and dried mint that give character to the bright red fruit.",M5,89,28.0,California,Santa Barbara County,Margerum 2014 M5 Red (Santa Barbara County),Rhône-style Red Blend,Margerum,2014,"Santa Barbara County,California,US",6.344340901,23.88707373,8.534117159,70.16694386,21.13237912,6.204226332999999,34.713653,-119.985823,934,59,14.1,750.0,Red,not_imported
953,United States of America,"Sharp Concord grape ripeness meets with a touch of chile pepper and dark tobacco on the nose of this bottling. The palate is redolent with aromatic woods, from cedar to sandalwood, as well as blueberries and dried herbs, but it's a tad thin.",,86,40.0,California,Carmel Valley,Joullian 2013 Merlot (Carmel Valley),Merlot,Joullian,2013,"Carmel Valley,California,US",6.344340901,23.88707373,8.534117159,70.16694386,21.13237912,6.204226332999999,36.479684000000006,-121.732448,119,43,13.5,750.0,Red,not_imported
954,France,"A big firmly structured wine with solid tannins and black-plum-skin texture, the wine is rich and dense. Its fruits are balanced by the concentrated tannins and by the sense of restrained power. Drink from 2023.",Les Damodes Premier Cru,92,105.0,Burgundy,Nuits-St.-Georges,Louis Latour 2015 Les Damodes Premier Cru  (Nuits-St.-Georges),Pinot Noir,Louis Latour,2015,"Nuits-St.-Georges,Burgundy,France",10.99569921,14.43840141,5.0741465560000005,76.11128248,57.33432783,18.02801744,47.134979,4.9540989999999985,237,35,,,no_category,not_imported
955,Italy,"This wine from southern Italy shows notes of ripe cherry, prune, cinnamon and leather. The mouthfeel is soft and seemingly sweet, making this an excellent pairing partner to tomato-based pasta sauces.",,87,12.0,Southern Italy,Puglia,Matane 2011 Primitivo (Puglia),Primitivo,Matané,2011,"Puglia,Southern Italy,Italy",13.84565306,14.71520433,5.169522481,56.19966563,56.06968785,17.68605786,43.502643,11.882753999999998,294,31,13.5,750.0,Red,Empson USA Ltd
956,France,"This blend of four varieties boasts notes of almond skin, orange zest and honeydew melon in a full-bodied, slightly warm wine. The long finish shows ample concentration and a hint of bitterness.",Cuvée Réservée,90,74.0,Rhône Valley,Châteauneuf-du-Pape,Domaine du Pegau 2013 Cuvee Reservee White (Chateauneuf-du-Pape),Rhône-style White Blend,Domaine du Pegau,2013,"Châteauneuf-du-Pape,Rhône Valley,France",10.99569921,14.43840141,5.0741465560000005,76.11128248,57.33432783,18.02801744,44.055334,4.831289,67,32,14.0,750.0,White,Hand Picked Selections
957,United States of America,"This eclectic mix of 42% Chardonnay, 28% Viognier, 19% Petit Manseng and 11% Pinot Gris smells a bit muddled, bearing notes of peach, apricot and the paper-thin crust of caramelized sugar on a crème brûlée. It feels easy-going and unassuming, lacking some depth, but would be a good wine to pair with honey-glazed grilled chicken.",Boneyard,84,15.0,Virginia,Virginia,Tarara 2011 Boneyard White (Virginia),White Blend,Tarara,2011,"Virginia,Virginia,US",6.344340901,23.88707373,8.534117159,70.16694386,21.13237912,6.204226332999999,37.540329,-77.439526,51,55,12.2,750.0,White,not_imported
958,United States of America,"With a dull nose not making any promises, this wine turns out to be a velvety, full-bodied explosion of packed dark-cherry flavor and cola-vanilla, with moderate acidity and structure.",,86,32.0,California,Russian River Valley,Ektimo Vineyards 2013 Pinot Noir (Russian River Valley),Pinot Noir,Ektimo Vineyards,2013,"Russian River Valley,California,US",6.344340901,23.88707373,8.534117159,70.16694386,21.13237912,6.204226332999999,38.634525,-122.830851,34,29,14.1,750.0,Red,not_imported
959,United States of America,"Scents of smoke and sweet roasted chestnuts add a warm, rustic tone to this medium-dry Riesling. Deeply concentrated, with ripe yellow peach and apricot flavors, it's brightened by a shower of lemonade acidity and a snappy lemon-rind finish.",,86,17.0,New York,Finger Lakes,Ventosa 2010 Riesling (Finger Lakes),Riesling,Ventosa,2010,"Finger Lakes,New York,US",6.344340901,23.88707373,8.534117159,70.16694386,21.13237912,6.204226332999999,39.621495,-84.198677,277,38,12.5,750.0,White,not_imported
960,United States of America,"Chardonnay fans will like the pineapple and pear flavors, with their creamy, spicy edge of vanilla and pepper spice. It's a direct, dry wine at a pretty good price.",,84,15.0,California,Napa Valley,SKN 2007 Chardonnay (Napa Valley),Chardonnay,SKN,2007,"Napa Valley,California,US",6.344340901,23.88707373,8.534117159,70.16694386,21.13237912,6.204226332999999,39.023468,-84.45046500000002,243,29,13.5,750.0,White,not_imported
961,France,"A soft wood- and almond-flavored wine. It misses fresh fruit, instead offering a rounded, ripe character that suggests it is not for aging.",Vaucoupin Premier Cru,86,,Burgundy,Chablis,Domaine Corine Perchaud 2009 Vaucoupin Premier Cru  (Chablis),Chardonnay,Domaine Corine Perchaud,2009,"Chablis,Burgundy,France",10.99569921,14.43840141,5.0741465560000005,76.11128248,57.33432783,18.02801744,47.815207,3.800166,139,23,,,no_category,not_imported
962,United States of America,"This wine is a blend of equal parts Seven Hills and Ferguson fruit. Aromas of raspberry, plum, tobacco and dark fruit lead to flavorful, polished tart fruit flavors. It's undeniable in its appeal.",Estate Grown,91,37.0,Washington,Walla Walla Valley (WA),L'Ecole No. 41 2013 Estate Grown Merlot (Walla Walla Valley (WA)),Merlot,L'Ecole No. 41,2013,"Walla Walla Valley (WA),Washington,US",6.344340901,23.88707373,8.534117159,70.16694386,21.13237912,6.204226332999999,46.065038,-118.330248,300,33,,,no_category,not_imported
963,Italy,"Aromas of mature black fruit, tobacco and a hint of leather lead the nose on this structured blend of Sangiovese and 15% Alicante Bouschet, Merlot and Cabernet. The palate delivers dried cherry, licorice and espresso alongside tightly knit, chewy tannins.",Mandorlaia Riserva,88,34.0,Tuscany,Morellino di Scansano,Massi di Mandorlaia 2011 Mandorlaia Riserva  (Morellino di Scansano),Red Blend,Massi di Mandorlaia,2011,"Morellino di Scansano,Tuscany,Italy",13.84565306,14.71520433,5.169522481,56.19966563,56.06968785,17.68605786,42.712554,11.228052,156,40,,,no_category,not_imported
964,United States of America,"This is a young, yeasty wine with a scent of fresh citrus. Lemon and grapefruit are the main flavors, with a textural, refreshing mouthfeel and a hint of minerality.",,88,19.0,Oregon,Oregon,Anne Amie 2012 Pinot Gris (Oregon),Pinot Gris,Anne Amie,2012,"Oregon,Oregon,US",6.344340901,23.88707373,8.534117159,70.16694386,21.13237912,6.204226332999999,43.97928,-120.737257,1177,29,13.4,750.0,White,not_imported
965,France,"A rich dessert Vouvray with a marvelous tension between acidity and honeyed sweetness. There is a floral character, offering a contrast and bringing out a fresher side to the wine. With the tension and texture, the wine will age. Drink from 2017.",Le Marigny,91,40.0,Loire Valley,Vouvray,Domaine Pichot 2011 Le Marigny  (Vouvray),Chenin Blanc,Domaine Pichot,2011,"Vouvray,Loire Valley,France",10.99569921,14.43840141,5.0741465560000005,76.11128248,57.33432783,18.02801744,47.413669,0.799845,69,42,,,no_category,not_imported
966,France,"A rounded wine that exudes a flavor of warm yellow fruit. With its weight, the fruitiness comes through strongly, leaving an attractive tang of acidity on the finish.",,87,20.0,Burgundy,Saint-Véran,Louis Max 2010  Saint-Veran,Chardonnay,Louis Max,2010,"Saint-Véran,Burgundy,France",10.99569921,14.43840141,5.0741465560000005,76.11128248,57.33432783,18.02801744,44.69934,6.8687130000000005,2004,28,,,no_category,not_imported
967,Italy,"Rich, lush and Port-like, with tons of sweet fruit. The rush of dark plum and berry carried on the wavy, dense palate is hedonistic, and while it won't age forever, the bet here is that it'll prove irresistible to anyone who tries it.",,92,,Tuscany,Brunello di Montalcino,Casanuova delle Cerbaie 1999  Brunello di Montalcino,Sangiovese,Casanuova delle Cerbaie,1999,"Brunello di Montalcino,Tuscany,Italy",13.84565306,14.71520433,5.169522481,56.19966563,56.06968785,17.68605786,43.06022700000001,11.502951,356,43,,,no_category,not_imported
968,United States of America,"Soft and heavy, tasting like the syrup of a cherry-cola drink. Ready for drinking now.",,82,40.0,California,Los Carneros,Sutcliffe 2011 Pinot Noir (Los Carneros),Pinot Noir,Sutcliffe,2011,"Los Carneros,California,US",6.344340901,23.88707373,8.534117159,70.16694386,21.13237912,6.204226332999999,36.828516,-4.466318,503,15,14.5,750.0,Red,not_imported
969,United States of America,"A richer-than-usual version, this wine has citrus and light herbs in the aroma, and ripe melon and apple in the flavors. It's both mouthfilling and lively, for the best of both worlds.",,89,16.0,California,Lake County,Guenoc 2015 Sauvignon Blanc (Lake County),Sauvignon Blanc,Guenoc,2015,"Lake County,California,US",6.344340901,23.88707373,8.534117159,70.16694386,21.13237912,6.204226332999999,39.050541,-122.777656,487,32,14.1,750.0,White,not_imported
970,France,"The big tannins indicate a wine with powerful potential. It has weight, richness, generous red fruits and a strong sense of structure. The freshness of the vintage comes through in the acidity at the end. Drink from 2018.",,91,,Burgundy,Fixin,Domaine Rene Bouvier 2011  Fixin,Pinot Noir,Domaine René Bouvier,2011,"Fixin,Burgundy,France",10.99569921,14.43840141,5.0741465560000005,76.11128248,57.33432783,18.02801744,47.245501,4.972845,293,38,,,no_category,not_imported
971,France,"From the south facing Côte du Py, this oak-aged wine is full of ripe fruit that is given a crisp edge by the acidity. Lightly textured, the wine is tight, mineral and likely to age. Jean-Ludovic Loron is the cru property's fifth generation. Drink from 2018.",Côte du Py,88,24.0,Beaujolais,Morgon,Domaine des Gaudets 2015 Cote du Py  (Morgon),Gamay,Domaine des Gaudets,2015,"Morgon,Beaujolais,France",10.99569921,14.43840141,5.0741465560000005,76.11128248,57.33432783,18.02801744,45.988263,4.713951,186,46,,,no_category,not_imported
972,Spain,"Bread, apple cider and yeasty complexity grace the nose on this Brut Nature. A smooth palate is now mature, ready and doesn't scrape or scour. Dry stone-fruit flavors blend with apple notes in front of a bready, toasty finish that has seltzer-like crispness. Drink through 2020.",Kripta Gran Reserva Brut Nature,90,85.0,Catalonia,Cava,Agusti Torello 2007 Kripta Gran Reserva Brut Nature Sparkling (Cava),Sparkling Blend,Agustí Torelló,2007,"Cava,Catalonia,Spain",15.15150141,12.36486107,4.320660018,46.86140963,57.78149558,18.66696235,42.325108,1.605788,1292,46,11.5,750.0,Sparkling,"Wine Symphony, Inc"
973,Australia,"Because of a short vintage, this Clare Valley-based winery reached down into Padthaway for fruit. The result is a broad, slightly warm wine, marked by melon, peach and apricot flavors. Drink now.",,87,17.0,South Australia,South Australia,Wakefield 2015 Chardonnay (South Australia),Chardonnay,Wakefield,2015,"South Australia,South Australia,Australia",21.33444619,12.37687959,4.421156388,51.02601605,78.21717408,27.38081361,-34.097735,139.155603,285,32,,,no_category,not_imported
974,United States of America,"Crisp lemon, apple and pear abound in this richly textured yet pertly balanced Pinot Blanc. It's an easy quaffing, elegant wine with hints of nut and toast that extend elegantly on the finish. Drink now through 2020.",Reserve Morris Vineyard,88,20.0,New York,Finger Lakes,Heron Hill 2015 Reserve Morris Vineyard Pinot Blanc (Finger Lakes),Pinot Blanc,Heron Hill,2015,"Finger Lakes,New York,US",6.344340901,23.88707373,8.534117159,70.16694386,21.13237912,6.204226332999999,39.621495,-84.198677,277,37,12.5,750.0,White,not_imported
975,South Africa,"Here's a nice and fresh Sauv Blanc with notes of tropical fruit, ripe gooseberry, tangerine and sweet grass supported by pineapple acidity. Balanced and easy to drink with a crisp, clean finish.",,84,8.0,Western Cape,,Two Oceans 2009 Sauvignon Blanc (Western Cape),Sauvignon Blanc,Two Oceans,2009,"Western Cape,South Africa",17.61656057,11.10531998,3.945795088,57.27163942,73.12992854,26.60092026,-33.546977000000005,20.72753,636,32,12.0,750.0,White,"Aveniu Brands, Inc"
976,France,"Hugely dense and dark, the wine is over the top in all respects. From the heavy bottle to the much too concentrated fruit and wood flavors, it is a statement wine. Its saving grace is the quality of the vintage that inevitably has produced a wine that will balance out the tannins as it matures. Drink from 2019.",Osage,87,84.0,Bordeaux,Saint-Émilion,Chateau du Vieux-Guinot 2010 Osage  (Saint-Emilion),Bordeaux-style Red Blend,Château du Vieux-Guinot,2010,"Saint-Émilion,Bordeaux,France",10.99569921,14.43840141,5.0741465560000005,76.11128248,57.33432783,18.02801744,44.893145,-0.156066,69,58,,,no_category,not_imported
977,Lebanon,"Deep ruby in color, with aromas of black cherry, chocolate and sage, this blend has enticing flavors of blackberry, cherry, salted caramel and menthol. Fruit and savory tones are well integrated alongside smooth tannins, and the bright finish shows a lasting note of menthol. Fine Terroir Selections, Misa Imports.",Altitudes,91,20.0,Lebanon,,Ixsir 2009 Altitudes Red (Lebanon),Red Blend,Ixsir,2009,"Lebanon,Lebanon",17.74105564,19.05123291,6.750477873,20.99549614,48.23449002,16.64387908,33.875063,35.843409,1720,49,13.5,750.0,Red,Multiple U.S. importers
978,United States of America,"Fine acidity and a lick of steel give this Sauvignon Blanc a gravity above and beyond the savory flavors of citrus, green apple, lemongrass and honey. With its elegance, this should pair well with roast chicken.",,92,40.0,California,Russian River Valley,Rochioli 2011 Sauvignon Blanc (Russian River Valley),Sauvignon Blanc,Rochioli,2011,"Russian River Valley,California,US",6.344340901,23.88707373,8.534117159,70.16694386,21.13237912,6.204226332999999,38.634525,-122.830851,34,36,14.5,750.0,White,not_imported
979,Germany,"Juicy, fresh tangerine and peach flavors shine brightly on the palate of this vibrantly fruity Riesling. Approachable yet elegant, it offers uncomplicated refreshment with delicately lingering sweetness marking the finish. Drink now through 2018.",Piesporter Michelsberg Spätlese,87,15.0,Mosel,,Leonard Kreusch 2014 Piesporter Michelsberg Spatlese Riesling (Mosel),Riesling,Leonard Kreusch,2014,"Mosel,Germany",7.677911351,16.99427104,5.988472622000001,77.46859794,41.7467436,12.88818694,50.366929,7.583098,64,34,8.5,750.0,White,"Leonard Kreusch, Inc"
980,Portugal,"This is an attractive, perfumed wine that is a blend of Síria, Arinto and Viognier. It's the Viognier that gives the perfumed character that makes it so distinctive. It's fruity, lightly textured and ready to drink.",Terra d'Alter,87,10.0,Alentejano,,Terras de Alter 2014 Terra d'Alter White (Alentejano),Portuguese White,Terras de Alter,2014,"Alentejano,Portugal",16.07577561,9.483322288,3.3539810310000004,55.12418526,88.22825322,29.33222663,39.78373,-100.445882,833,36,12.5,750.0,White,Artisan Vines Distributing
981,Spain,"Jammy, creamy, oaky aromas of vanilla and raspberry come with a strong hint of rubber and wet dog. This is oaky and only moderately well balanced, with flavors of cough medicine, raw oak, plum and raspberry. A sticky, oaky residual feel drives the finish.",Picos Pardos Fusión,86,20.0,Northern Spain,Calatayud,Castillo de Maluenda 2011 Picos Pardos Fusion Garnacha (Calatayud),Garnacha,Castillo de Maluenda,2011,"Calatayud,Northern Spain,Spain",15.15150141,12.36486107,4.320660018,46.86140963,57.78149558,18.66696235,41.352763,-1.642298,540,44,14.0,750.0,Red,"Hidalgo Imports, LLC"
982,Chile,"Crusty aromas of black fruits mesh nicely with lemon peel and floral scents. The acidity here is noticeably high, which creates a scouring mouthfeel. Short flavors of berry and cassis are shrill, while the body and cushion offered by this blend of Syrah, Cabernet Sauvignon and Viognier are modest at best.",Tribute Edicion Limitada Syrah-Cabernet Sauvignon-Viognier,87,30.0,Colchagua Valley,,Caliterra 2010 Tribute Edicion Limitada Syrah-Cabernet Sauvignon-Viognier Red (Colchagua Valley),Red Blend,Caliterra,2010,"Colchagua Valley,Chile",9.374296779,8.85241245,3.146808532,90.14825167,41.46938646,13.67420221,-34.534176,-71.414537,162,51,14.5,750.0,Red,"Durango Imports, Inc"
983,United States of America,"Beautiful now, with a lovely texture and delicious flavors, this could even benefit from a couple years in the cellar. The vineyard is very fine, and Lost Canyon has a good track record with it. The flavors of cherries, black raspberries, licorice, cola and spice are ever shifting, making you want to try a second, third, fourth sip. Best now–2009, before it loses vitality.",Dutton Ranch Morelli Lane Vineyard,92,42.0,California,Russian River Valley,Lost Canyon 2006 Dutton Ranch Morelli Lane Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Lost Canyon,2006,"Russian River Valley,California,US",6.344340901,23.88707373,8.534117159,70.16694386,21.13237912,6.204226332999999,38.634525,-122.830851,34,64,14.6,750.0,Red,not_imported
984,Portugal,"This is a rich and perfumed wine. Packed with tarry tannins, dark black fruits and hints of truffles, it is firm and full. The structure is still important in this wine, pushing forward around the fruit. Wait a while to drink from 2018.",Herdade de São Miguel,90,20.0,Alentejano,,Casa Agricola Alexandre Relvas 2015 Herdade de Sao Miguel Touriga Nacional (Alentejano),Touriga Nacional,Casa Agricola Alexandre Relvas,2015,"Alentejano,Portugal",16.07577561,9.483322288,3.3539810310000004,55.12418526,88.22825322,29.33222663,39.78373,-100.445882,833,43,14.0,750.0,Red,Quintessential Wines
985,Italy,"Violet, dark-skinned berry and chopped herb aromas lift out of the glass. The lean firm palate offers dried sour cherry and a hint of spice but not much fruit richness while bracing, drying tannins leave an astringent finish.",Spiano,86,17.0,Central Italy,Montepulciano d'Abruzzo,Illuminati Dino 2015 Spiano  (Montepulciano d'Abruzzo),Montepulciano,Illuminati Dino,2015,"Montepulciano d'Abruzzo,Central Italy,Italy",13.84565306,14.71520433,5.169522481,56.19966563,56.06968785,17.68605786,39.78373,-100.445882,833,38,,,no_category,not_imported
986,United States of America,"Bradley Brown's appellation blend is a nice entry point to this exciting winery. This wine shows lavish smoked black currant and plum flavors, with aromatically lifting spices of anise and black pepper and a savory roast-beef element. The palate packs lots of pepper and relies on plump black cherry, boysenberry and a dark-chocolate syrup richness.",,91,36.0,California,Santa Cruz Mountains,Big Basin 2013 Syrah (Santa Cruz Mountains),Syrah,Big Basin,2013,"Santa Cruz Mountains,California,US",6.344340901,23.88707373,8.534117159,70.16694386,21.13237912,6.204226332999999,37.219111,-122.07135,911,55,14.5,750.0,Red,not_imported
987,United States of America,"Apple mash and salty oak are on offer in this light-styled estate wine sourced from several of the producer's single vineyards. Mellow in texture, it's intense on the finish, with a snap of anise and nutmeg.",Estate,87,30.0,California,Russian River Valley,Thomas George 2014 Estate Chardonnay (Russian River Valley),Chardonnay,Thomas George,2014,"Russian River Valley,California,US",6.344340901,23.88707373,8.534117159,70.16694386,21.13237912,6.204226332999999,38.634525,-122.830851,34,36,14.2,750.0,White,not_imported
988,South Africa,"Initial brambly berry aromas are partnered with hints of smoky bacon and caramel sauce. The flavors are solid and ripe but not overdone, with attractive notes of blackberry and wild cherry. The medium tannins and ample acidity lend good balance and texture to the wine, while a pleasant astringency lingers on the finish.",Primo,88,29.0,Paarl,,Fairview 2010 Primo Pinotage (Paarl),Pinotage,Fairview,2010,"Paarl,South Africa",17.61656057,11.10531998,3.945795088,57.27163942,73.12992854,26.60092026,-33.741667,18.975,106,53,14.0,750.0,Red,Vineyard Brands
989,United States of America,"Soft and simple, with slightly sweet pie-filling flavors of cherries and mocha. A decent, everyday wine for picnics, barbecue and such.",,84,15.0,California,Lodi,181 2008 Merlot (Lodi),Merlot,181,2008,"Lodi,California,US",6.344340901,23.88707373,8.534117159,70.16694386,21.13237912,6.204226332999999,38.097198,-121.38785,1,21,14.5,750.0,Red,not_imported
990,United States of America,"This is dry and medium bodied, with flavors of hay, spice and sour cherry candy. Drink this rustic wine with simple fare, like burgers or pizza.",,84,9.0,California,California,Snap Dragon 2009 Red (California),Red Blend,Snap Dragon,2009,"California,California,US",6.344340901,23.88707373,8.534117159,70.16694386,21.13237912,6.204226332999999,36.701463,-118.755997,2761,26,13.5,750.0,Red,not_imported
991,Austria,"Ripe yellow pear notes signal a richness that is subsumed on the palate into a salty, zingy, lemon-zest savoriness. Sprays of white pepper flare deliciously at every turn while notes of the freshly cut peel of ripe lemons illuminate everything. A very compelling wine with lots of friendly personality. Utterly moreish.",Spiegel Vincent Reserve,94,69.0,Kamptal,,Brundlmayer 2014 Spiegel Vincent Reserve Gruner Veltliner (Kamptal),Grüner Veltliner,Bründlmayer,2014,"Kamptal,Austria",7.394704769,19.45019365,6.7925617460000005,80.54383606,50.32248083,15.54089694,48.380713,16.524664,171,51,13.5,750.0,White,Terry Theise Estate Selections
992,United States of America,"For a superripe and full-bodied wine this also has good, firm tannins to beef up the texture and balance all the sweet ripe berry and cherry flavors. There are touches of clove and anise in the aroma, and a cocoa-like flavor on the finish.",The Brat,90,36.0,California,Sierra Foothills,Prospect 772 2012 The Brat Grenache-Syrah (Sierra Foothills),Grenache-Syrah,Prospect 772,2012,"Sierra Foothills,California,US",6.344340901,23.88707373,8.534117159,70.16694386,21.13237912,6.204226332999999,37.394157,-121.859452,42,44,,,no_category,not_imported
993,United States of America,Light aromas of passion fruit and grapefruit are followed by tropical flavors that linger. It's an easy drinking quaffer.,,85,10.0,Washington,Washington,14 Hands 2014 Sauvignon Blanc (Washington),Sauvignon Blanc,14 Hands,2014,"Washington,Washington,US",6.344340901,23.88707373,8.534117159,70.16694386,21.13237912,6.204226332999999,42.36592,-73.116214,435,19,13.0,750.0,White,not_imported
994,Chile,"Spicy plum and olive aromas set the stage for a firm palate. Typical Carmenère flavors of herb, olive, spice and dark plum finish with oaky influences of carob and vanilla.",Family Vintage,86,18.0,Maipo Valley,,Tres Palacios 2012 Family Vintage Carmenere (Maipo Valley),Carmenère,Tres Palacios,2012,"Maipo Valley,Chile",9.374296779,8.85241245,3.146808532,90.14825167,41.46938646,13.67420221,-33.732865000000004,-70.78123599999998,453,30,14.0,750.0,Red,"Skurnik Wines, Inc"
995,France,"This dark wine is still full of young tannins from a cool, east-facing vineyard. The red-berry fruit is beginning to show through, crisp and tight with considerable acidity. The wine will take time to develop and will not be ready before 2019.",En Sazenay Premier Cru,93,45.0,Burgundy,Mercurey,Domaine de Suremain 2014 En Sazenay Premier Cru  (Mercurey),Pinot Noir,Domaine de Suremain,2014,"Mercurey,Burgundy,France",10.99569921,14.43840141,5.0741465560000005,76.11128248,57.33432783,18.02801744,46.836429,4.716996,240,42,,,no_category,not_imported
996,Italy,"Dark spice, forest floor, sun-baked soil and toast aromas lead the nose. The ripe, full-bodied palate doles out raspberry jam, vanilla, licorice and espresso notes, while close-grained tannins provide firm support.",,90,60.0,Tuscany,Brunello di Montalcino,Villa I Cipressi 2012  Brunello di Montalcino,Sangiovese,Villa I Cipressi,2012,"Brunello di Montalcino,Tuscany,Italy",13.84565306,14.71520433,5.169522481,56.19966563,56.06968785,17.68605786,43.06022700000001,11.502951,356,31,,,no_category,not_imported
997,Chile,"On first take, this smells high-toned and much like pine and sweat. With time, out come flavors of baking spices, vanilla, lychee, apricot and honeydew melon. On the finish, this is fresh, with flavors of vanilla and botrytis. Drink now.",Late Harvest Botrytised Grapes,90,16.0,Curicó Valley,,Montes 2013 Late Harvest Botrytised Grapes Gewurztraminer (Curico Valley),Gewürztraminer,Montes,2013,"Curicó Valley,Chile",9.374296779,8.85241245,3.146808532,90.14825167,41.46938646,13.67420221,-34.985333000000004,-71.239407,217,40,12.0,375.0,Dessert,Guarachi Wine Partners
998,France,"Rounded wine, softly fruity. Its attractiveness comes from ripe white fruits, soft structure and a generous feel. It's not for aging and can be drunk now.",Buissonnier,85,21.0,Burgundy,Montagny,Vignerons de Buxy 2011 Buissonnier  (Montagny),Chardonnay,Vignerons de Buxy,2011,"Montagny,Burgundy,France",10.99569921,14.43840141,5.0741465560000005,76.11128248,57.33432783,18.02801744,46.904612,4.244185,334,26,,,no_category,not_imported
999,France,"Rich and ripe, this wine shows a great balance between fresh, fragrant fruit and toasty hints of maturity. There's a soft feel on the palate, but a tangy, vibrant texture adds complexity to this very fine wine. Drink now or cellar through 2018.",Cuvée Alain Thienot Brut Millesimé,92,,Champagne,Champagne,Thienot 2002 Cuvee Alain Thienot Brut Millesime  (Champagne),Champagne Blend,Thiénot,2002,"Champagne,Champagne,France",10.99569921,14.43840141,5.0741465560000005,76.11128248,57.33432783,18.02801744,48.762832,1.57063,125,43,,,no_category,not_imported
1000,France,"Ripe and smooth, this is a light take on this Grand Cru. Red berry fruits are still smothered by the wood aging which brings in a strongly toasty element. The wine though has potential as it comes into balance, elegant and stylish. Drink from 2019.",Domaine des Perdrix,94,230.0,Burgundy,Echézeaux,Domaines Devillard 2011 Domaine des Perdrix  (Echezeaux),Pinot Noir,Domaines Devillard,2011,"Echézeaux,Burgundy,France",10.99569921,14.43840141,5.0741465560000005,76.11128248,57.33432783,18.02801744,47.166891,4.981686,219,45,,,no_category,not_imported
1001,United States of America,"This blend of Cabernet Sauvignon, Merlot and Zinfandel offers lots to like at the price. It's soft, rich and finely tannic, with savory berry and spice flavors that straddle the border between dry and sweet.",Vintner's Reserve Summation,85,14.0,California,California,Kendall-Jackson 2008 Vintner's Reserve Summation Red (California),Red Blend,Kendall-Jackson,2008,"California,California,US",6.344340901,23.88707373,8.534117159,70.16694386,21.13237912,6.204226332999999,36.701463,-118.755997,2761,35,13.5,750.0,Red,not_imported
